09/12/2024,11,TRUE
13/08/2024,86,TRUE
15/03/2025,48,FALSE
09/07/2024,18,TRUE
08/02/2025,85,TRUE
04/08/2024,88,FALSE
18/09/2024,18,TRUE
22/06/2024,91,FALSE
23/03/2025,2,FALSE
25/09/2024,55,FALSE
03/06/2024,86,FALSE
24/02/2025,76,TRUE
19/11/2024,0,TRUE
02/09/2024,31,FALSE
02/12/2024,42,FALSE
12/01/2025,81,FALSE
24/09/2024,74,TRUE
11/08/2024,93,FALSE
05/01/2025,65,FALSE
14/07/2024,72,TRUE
03/03/2025,54,TRUE
04/10/2024,18,FALSE
31/12/2024,64,TRUE
30/06/2024,96,FALSE
30/06/2024,15,FALSE
24/08/2024,43,FALSE
25/01/2025,66,FALSE
28/10/2024,44,TRUE
28/03/2025,86,TRUE
09/10/2024,17,FALSE
05/11/2024,36,TRUE
01/01/2025,45,TRUE
01/10/2024,98,TRUE
20/05/2024,32,FALSE
22/12/2024,72,TRUE
21/01/2025,18,TRUE
30/04/2024,54,FALSE
13/11/2024,99,TRUE
31/07/2024,33,TRUE
10/03/2025,65,FALSE
18/07/2024,77,TRUE
25/01/2025,78,TRUE
04/02/2025,3,FALSE
30/12/2024,39,TRUE
24/07/2024,85,TRUE
04/12/2024,33,TRUE
13/07/2024,4,FALSE
21/01/2025,70,TRUE
06/05/2024,66,FALSE
30/08/2024,75,TRUE
18/12/2024,2,FALSE
08/02/2025,20,TRUE
27/06/2024,86,FALSE
05/10/2024,42,TRUE
26/08/2024,37,FALSE
10/04/2024,49,FALSE
19/02/2025,88,FALSE
20/07/2024,4,FALSE
18/08/2024,62,FALSE
15/06/2024,98,TRUE
26/01/2025,34,FALSE
31/05/2024,66,FALSE
24/03/2025,65,FALSE
17/08/2024,20,FALSE
30/08/2024,67,FALSE
25/08/2024,31,FALSE
23/11/2024,82,FALSE
16/12/2024,79,TRUE
17/10/2024,93,FALSE
23/05/2024,15,TRUE
08/03/2025,25,TRUE
19/08/2024,28,TRUE
27/01/2025,13,FALSE
20/09/2024,79,TRUE
19/05/2024,9,FALSE
08/05/2024,71,TRUE
15/09/2024,92,TRUE
22/06/2024,56,TRUE
03/01/2025,25,TRUE
04/05/2024,24,FALSE
15/07/2024,90,TRUE
08/04/2024,15,FALSE
17/01/2025,71,TRUE
26/07/2024,55,FALSE
16/02/2025,66,TRUE
21/05/2024,23,FALSE
19/05/2024,27,FALSE
09/12/2024,30,TRUE
06/05/2024,83,FALSE
12/07/2024,76,TRUE
04/05/2024,22,FALSE
11/04/2024,58,TRUE
29/01/2025,42,FALSE
13/08/2024,28,FALSE
12/01/2025,23,FALSE
28/05/2024,38,FALSE
05/07/2024,56,TRUE
20/04/2024,17,FALSE
18/09/2024,70,FALSE
03/09/2024,76,FALSE
25/07/2024,83,FALSE
17/10/2024,24,TRUE
26/05/2024,10,FALSE
06/05/2024,67,TRUE
24/12/2024,93,TRUE
27/06/2024,77,TRUE
27/08/2024,79,FALSE
03/08/2024,72,FALSE
03/08/2024,47,TRUE
06/07/2024,26,FALSE
30/12/2024,26,TRUE
04/02/2025,60,FALSE
10/11/2024,51,FALSE
19/12/2024,46,FALSE
14/09/2024,40,TRUE
07/10/2024,68,TRUE
04/10/2024,0,TRUE
13/05/2024,67,TRUE
03/10/2024,22,TRUE
31/03/2025,72,FALSE
28/04/2024,70,FALSE
21/10/2024,58,TRUE
29/03/2025,50,TRUE
09/09/2024,10,TRUE
18/07/2024,87,TRUE
14/05/2024,66,FALSE
04/12/2024,33,TRUE
06/09/2024,98,FALSE
22/03/2025,52,TRUE
29/04/2024,74,FALSE
25/12/2024,51,FALSE
02/02/2025,4,TRUE
01/01/2025,87,FALSE
28/05/2024,88,TRUE
06/03/2025,45,TRUE
02/10/2024,48,FALSE
21/05/2024,27,FALSE
16/05/2024,59,TRUE
06/02/2025,37,TRUE
15/12/2024,97,FALSE
18/01/2025,25,FALSE
21/05/2024,10,TRUE
12/09/2024,68,TRUE
12/01/2025,51,TRUE
15/09/2024,41,TRUE
12/05/2024,56,FALSE
29/12/2024,84,FALSE
27/02/2025,35,TRUE
09/02/2025,62,TRUE
15/08/2024,66,FALSE
16/04/2024,35,TRUE
26/03/2025,67,FALSE
08/11/2024,99,FALSE
06/10/2024,81,FALSE
12/10/2024,88,TRUE
17/09/2024,15,TRUE
05/05/2024,24,FALSE
31/08/2024,38,FALSE
12/08/2024,60,TRUE
21/08/2024,62,FALSE
29/03/2025,5,FALSE
07/04/2024,85,FALSE
10/04/2024,92,FALSE
19/10/2024,64,TRUE
15/02/2025,54,FALSE
01/04/2024,81,FALSE
12/08/2024,84,TRUE
31/01/2025,6,FALSE
31/05/2024,58,FALSE
01/01/2025,46,TRUE
24/06/2024,34,FALSE
12/12/2024,1,FALSE
20/12/2024,41,FALSE
20/07/2024,35,TRUE
26/01/2025,72,TRUE
20/10/2024,56,TRUE
09/07/2024,27,TRUE
08/03/2025,63,FALSE
24/11/2024,10,TRUE
27/06/2024,2,TRUE
03/06/2024,85,FALSE
31/01/2025,27,FALSE
16/07/2024,10,FALSE
15/12/2024,65,TRUE
03/07/2024,76,TRUE
30/12/2024,8,TRUE
13/02/2025,17,FALSE
05/04/2024,73,TRUE
30/03/2025,53,FALSE
17/11/2024,76,FALSE
08/01/2025,12,TRUE
22/11/2024,55,FALSE
02/10/2024,36,TRUE
09/10/2024,49,TRUE
31/07/2024,78,TRUE
04/04/2024,65,FALSE
07/09/2024,82,FALSE
09/04/2024,82,FALSE
02/03/2025,38,TRUE
14/10/2024,28,FALSE
07/11/2024,96,FALSE
09/01/2025,70,FALSE
26/10/2024,12,TRUE
02/03/2025,80,FALSE
17/12/2024,73,TRUE
04/05/2024,59,FALSE
27/05/2024,93,FALSE
05/05/2024,90,FALSE
31/10/2024,96,FALSE
24/10/2024,87,TRUE
20/06/2024,26,TRUE
08/11/2024,90,TRUE
31/05/2024,42,FALSE
02/02/2025,53,FALSE
11/02/2025,91,TRUE
30/09/2024,31,FALSE
27/07/2024,61,FALSE
19/03/2025,87,TRUE
17/02/2025,2,FALSE
28/12/2024,51,FALSE
09/04/2024,4,FALSE
18/11/2024,97,FALSE
09/03/2025,91,TRUE
21/04/2024,35,FALSE
24/09/2024,33,FALSE
16/02/2025,65,TRUE
03/11/2024,34,FALSE
30/06/2024,61,FALSE
14/09/2024,6,FALSE
12/12/2024,30,TRUE
22/01/2025,63,TRUE
24/05/2024,78,FALSE
19/08/2024,1,TRUE
10/04/2024,95,TRUE
31/01/2025,1,TRUE
19/05/2024,98,FALSE
06/01/2025,51,TRUE
14/02/2025,22,FALSE
16/07/2024,12,FALSE
29/08/2024,7,FALSE
28/03/2025,13,TRUE
17/12/2024,18,FALSE
25/01/2025,78,FALSE
21/06/2024,23,TRUE
20/12/2024,6,TRUE
25/07/2024,34,FALSE
07/04/2024,57,TRUE
04/08/2024,0,TRUE
09/12/2024,66,TRUE
14/11/2024,93,TRUE
22/12/2024,43,FALSE
18/03/2025,31,TRUE
09/11/2024,0,FALSE
27/09/2024,0,TRUE
06/11/2024,22,FALSE
04/05/2024,20,FALSE
17/07/2024,61,FALSE
26/07/2024,46,FALSE
01/07/2024,5,FALSE
25/03/2025,49,TRUE
17/04/2024,35,FALSE
13/02/2025,6,FALSE
23/04/2024,78,TRUE
09/12/2024,46,FALSE
14/10/2024,68,TRUE
27/08/2024,72,TRUE
25/06/2024,40,FALSE
31/03/2025,25,FALSE
29/10/2024,30,TRUE
19/09/2024,9,FALSE
06/02/2025,93,TRUE
23/03/2025,41,FALSE
30/11/2024,76,TRUE
30/01/2025,70,TRUE
02/05/2024,65,TRUE
03/03/2025,83,TRUE
08/02/2025,15,FALSE
18/10/2024,53,TRUE
25/06/2024,73,FALSE
07/02/2025,86,TRUE
02/11/2024,83,FALSE
04/02/2025,5,TRUE
17/11/2024,52,TRUE
04/01/2025,20,FALSE
19/02/2025,73,FALSE
25/12/2024,61,TRUE
04/04/2024,71,TRUE
29/03/2025,11,FALSE
09/09/2024,94,TRUE
26/08/2024,49,FALSE
18/07/2024,98,FALSE
30/12/2024,57,FALSE
27/05/2024,42,TRUE
29/05/2024,82,TRUE
08/05/2024,36,TRUE
14/08/2024,32,TRUE
27/10/2024,86,FALSE
04/06/2024,82,TRUE
10/09/2024,13,FALSE
19/12/2024,28,TRUE
07/05/2024,54,FALSE
29/12/2024,27,TRUE
23/08/2024,93,FALSE
06/05/2024,57,TRUE
26/01/2025,56,TRUE
15/09/2024,98,FALSE
20/04/2024,50,TRUE
20/08/2024,96,FALSE
27/03/2025,60,TRUE
18/09/2024,16,TRUE
21/03/2025,48,FALSE
30/05/2024,53,FALSE
29/07/2024,35,FALSE
11/12/2024,17,FALSE
13/04/2024,61,FALSE
24/02/2025,6,FALSE
20/02/2025,98,TRUE
11/09/2024,41,FALSE
19/11/2024,52,TRUE
26/01/2025,56,TRUE
09/12/2024,38,FALSE
12/02/2025,26,TRUE
06/02/2025,18,TRUE
27/03/2025,20,FALSE
25/02/2025,1,TRUE
30/08/2024,67,TRUE
15/07/2024,84,TRUE
23/07/2024,87,FALSE
04/04/2024,94,FALSE
07/10/2024,57,TRUE
07/07/2024,30,TRUE
04/07/2024,30,TRUE
18/01/2025,32,FALSE
03/11/2024,81,FALSE
22/04/2024,43,TRUE
13/03/2025,78,TRUE
02/11/2024,28,TRUE
15/01/2025,62,FALSE
01/07/2024,80,TRUE
31/08/2024,21,TRUE
03/01/2025,92,TRUE
10/08/2024,48,FALSE
14/04/2024,61,FALSE
09/08/2024,44,FALSE
26/11/2024,69,TRUE
21/11/2024,62,TRUE
05/10/2024,46,TRUE
26/10/2024,21,TRUE
26/06/2024,51,TRUE
25/09/2024,37,FALSE
23/09/2024,12,TRUE
27/02/2025,16,TRUE
03/08/2024,89,TRUE
10/02/2025,20,FALSE
18/06/2024,3,FALSE
04/07/2024,45,TRUE
23/06/2024,66,TRUE
23/08/2024,97,FALSE
16/02/2025,48,TRUE
03/07/2024,98,TRUE
12/02/2025,71,FALSE
17/06/2024,1,TRUE
14/07/2024,60,TRUE
08/01/2025,42,FALSE
15/01/2025,96,TRUE
10/03/2025,34,TRUE
15/03/2025,14,TRUE
04/11/2024,37,TRUE
22/11/2024,41,FALSE
01/09/2024,28,TRUE
24/07/2024,11,TRUE
16/10/2024,3,FALSE
28/10/2024,25,FALSE
04/04/2024,83,TRUE
01/04/2024,41,FALSE
07/12/2024,10,TRUE
09/04/2024,72,FALSE
18/03/2025,68,TRUE
19/06/2024,56,FALSE
19/10/2024,45,FALSE
29/05/2024,75,TRUE
05/12/2024,77,FALSE
15/07/2024,50,TRUE
24/08/2024,8,FALSE
07/12/2024,73,FALSE
14/04/2024,51,FALSE
25/08/2024,90,FALSE
30/12/2024,11,TRUE
12/07/2024,41,TRUE
07/01/2025,38,TRUE
27/06/2024,0,TRUE
26/01/2025,60,FALSE
16/09/2024,42,FALSE
05/04/2024,5,TRUE
18/06/2024,22,TRUE
23/05/2024,44,TRUE
08/01/2025,21,FALSE
13/11/2024,5,TRUE
20/12/2024,10,FALSE
30/12/2024,47,FALSE
